Age,Gender,Region,SubscriptionLength,UsageFrequency,Complaints,PromotionsUsed,AverageSpending,PaymentMethod,DeviceType,CustomerChurned
39,Male,Europe,12,8,3,5,24.595692324413456,Credit Card,Tablet,1
36,Female,North America,5,10,0,1,46.52613400206614,PayPal,Desktop,0
23,Male,South America,24,10,4,0,54.39713348843566,Credit Card,Mobile,1
35,Male,South America,3,10,3,3,34.83259891325433,PayPal,Mobile,1
36,Female,South America,2,6,2,0,29.691406163789033,PayPal,Desktop,1
42,Male,Asia,5,7,1,3,50.09972200989054,Credit Card,Mobile,1
24,Male,Europe,6,7,1,3,31.548659342779427,PayPal,Tablet,0
18,Female,South America,15,10,1,1,31.83469341152664,PayPal,Mobile,0
36,Female,South America,1,6,4,2,76.23690507098149,PayPal,Mobile,1
38,Female,Europe,1,5,1,5,44.22648655035506,PayPal,Tablet,1
33,Male,South America,7,10,2,5,47.882769507065234,Direct Debit,Tablet,0
35,Female,Europe,1,10,1,5,45.767491393199606,Credit Card,Tablet,0
43,Female,Europe,1,6,3,3,52.63293313093359,Direct Debit,Tablet,1
30,Female,South America,15,7,5,4,15.980328239636208,Credit Card,Tablet,1
32,Female,Asia,16,9,1,4,32.77167547830607,Credit Card,Mobile,0
35,Female,North America,24,10,2,0,72.57756274067694,Direct Debit,Tablet,0
22,Female,Asia,5,9,2,1,50.03350265540968,Direct Debit,Desktop,0
33,Female,Asia,5,10,1,0,27.816316563441642,PayPal,Tablet,0
34,Female,Europe,11,7,2,0,41.55815880362021,Direct Debit,Desktop,1
51,Male,South America,5,7,1,4,49.58692529032367,Credit Card,Desktop,1
32,Male,Asia,14,8,2,5,12.961968586687156,Credit Card,Mobile,0
37,Male,South America,3,6,2,4,44.652694222066984,Direct Debit,Desktop,1
44,Female,North America,9,7,1,3,54.08623591233852,Direct Debit,Tablet,0
26,Female,Asia,24,10,2,1,105.19622177990439,Direct Debit,Mobile,0
48,Female,Europe,10,10,4,3,33.7656555030444,Credit Card,Mobile,0
52,Male,South America,16,9,0,2,77.88282999482476,Credit Card,Desktop,0
34,Female,Europe,17,10,2,5,55.65187486413593,PayPal,Tablet,0
29,Male,South America,24,10,2,4,42.14118298629986,Direct Debit,Mobile,0
51,Female,South America,1,5,1,1,66.39048645601709,Credit Card,Mobile,0
42,Male,Asia,1,5,1,0,92.59209696296364,PayPal,Mobile,0
35,Female,Europe,24,10,1,4,89.76150407904578,Direct Debit,Desktop,0
49,Female,Asia,21,10,1,5,80.45307600938182,Credit Card,Tablet,0
48,Female,South America,1,6,3,4,39.43440651098408,Direct Debit,Desktop,1
31,Male,Europe,6,10,3,4,67.41284370037292,Direct Debit,Desktop,1
37,Female,South America,21,10,4,2,37.40105147503727,Credit Card,Desktop,0
40,Male,North America,24,10,3,0,69.59274574188301,Credit Card,Tablet,1
35,Male,Europe,8,5,1,4,47.72537137275504,Direct Debit,Mobile,0
21,Female,South America,12,10,2,3,42.72108838164556,Credit Card,Tablet,0
25,Male,North America,7,10,2,3,60.35541037080063,PayPal,Mobile,0
21,Male,Europe,5,8,0,5,63.212186227451106,Direct Debit,Desktop,0
39,Male,Asia,3,6,3,3,84.87098563886401,Direct Debit,Desktop,1
23,Female,Europe,24,10,2,1,40.09844637676108,Credit Card,Mobile,0
36,Male,South America,13,10,0,0,64.12115699530185,PayPal,Desktop,0
53,Female,North America,1,4,2,5,52.008354953040005,Credit Card,Tablet,0
49,Male,South America,1,7,4,4,68.50370507119233,Credit Card,Mobile,1
18,Male,North America,21,10,0,5,59.5157176717298,Credit Card,Desktop,0
22,Male,South America,9,10,2,1,65.04245707313899,Direct Debit,Mobile,0
27,Male,North America,24,10,2,1,61.11192350515415,PayPal,Desktop,0
23,Male,South America,12,10,2,1,44.882443197979946,Direct Debit,Tablet,0
18,Male,Europe,9,9,2,1,84.64405130603063,PayPal,Tablet,0
34,Male,Asia,8,7,3,3,39.400012953966076,PayPal,Desktop,1
42,Male,Europe,16,6,3,5,49.14723940139877,Credit Card,Mobile,1
44,Male,South America,7,5,2,3,88.41228393919147,Credit Card,Desktop,0
30,Female,Asia,20,9,3,1,34.806589381822334,Direct Debit,Desktop,1
32,Female,Europe,15,10,3,3,81.19412413354786,Direct Debit,Mobile,1
38,Male,South America,24,10,1,5,40.906205005111644,Direct Debit,Tablet,0
33,Male,North America,5,8,2,0,27.460976354942296,Direct Debit,Tablet,0
43,Male,Europe,12,8,0,4,62.20397604670544,PayPal,Desktop,0
39,Male,South America,6,4,1,4,67.62689972324303,PayPal,Mobile,0
31,Female,Europe,23,10,3,2,35.34847560817273,PayPal,Desktop,0
18,Male,Europe,19,10,0,5,23.63785318742906,PayPal,Tablet,0
49,Male,Asia,5,6,3,5,31.381710157297178,Direct Debit,Mobile,1
28,Female,Asia,10,10,2,0,41.831516991893054,Credit Card,Tablet,0
38,Female,Europe,1,6,1,2,33.64503310948973,PayPal,Mobile,1
18,Female,North America,24,10,3,5,68.01649210902042,PayPal,Tablet,0
34,Male,Asia,21,8,2,1,31.004535790962354,Credit Card,Mobile,0
36,Female,Europe,1,3,2,0,82.66471311173743,Credit Card,Tablet,1
36,Female,Europe,9,7,1,2,53.565777554155744,PayPal,Tablet,0
65,Male,North America,24,8,2,2,47.228953436100724,Credit Card,Mobile,0
28,Male,Asia,6,10,2,2,95.34622589722841,Credit Card,Tablet,0
43,Female,South America,24,10,3,0,27.899904452633685,Credit Card,Mobile,1
40,Male,South America,15,10,4,4,55.1706051311218,PayPal,Tablet,1
28,Female,Europe,9,6,2,5,61.3438988143069,Direct Debit,Tablet,0
43,Male,South America,2,7,1,4,10.0,PayPal,Desktop,1
33,Female,North America,16,9,1,0,56.7279198303119,PayPal,Tablet,0
43,Male,Europe,6,10,1,1,47.63748893393387,Credit Card,Desktop,0
54,Female,North America,3,6,3,0,47.93437072124934,PayPal,Tablet,1
36,Female,Europe,21,10,1,1,78.70178655110686,Credit Card,Mobile,0
32,Female,Asia,24,9,6,5,66.79072155113661,PayPal,Tablet,0
45,Female,South America,9,7,2,0,38.227425504069416,Direct Debit,Desktop,1
48,Female,North America,1,5,3,2,27.441713551850057,Direct Debit,Desktop,1
26,Female,Europe,6,10,5,0,10.0,PayPal,Tablet,0
30,Male,Asia,23,8,2,5,66.21302787376652,PayPal,Tablet,0
41,Male,North America,24,8,4,1,34.335585407453934,Credit Card,Mobile,0
33,Male,Asia,6,8,3,5,65.96618296246568,Credit Card,Mobile,1
25,Male,South America,7,10,1,5,81.68439323963834,Direct Debit,Tablet,0
40,Male,Europe,24,10,2,2,73.43519055781186,Credit Card,Desktop,0
41,Male,South America,8,8,2,1,57.36950250128771,PayPal,Mobile,0
31,Male,Asia,24,10,3,1,52.297703312135525,Direct Debit,Mobile,1
35,Male,North America,6,8,3,5,32.51378761696553,Direct Debit,Mobile,1
29,Male,South America,7,8,1,1,35.610577504872374,Credit Card,Tablet,0
24,Female,Asia,6,10,0,1,40.53461177846861,PayPal,Mobile,0
30,Male,Europe,14,7,0,3,51.45162966819232,Credit Card,Desktop,0
35,Female,North America,11,10,3,4,82.50981351536626,PayPal,Tablet,0
20,Female,South America,13,8,0,2,98.05534580393474,Direct Debit,Desktop,0
30,Male,South America,16,10,5,4,46.93408180245856,Credit Card,Tablet,1
35,Female,Europe,15,9,3,2,36.83568982016119,Credit Card,Tablet,0
46,Female,South America,10,8,3,0,51.72160563786204,Credit Card,Tablet,0
31,Male,North America,21,10,1,5,43.45791774629868,Direct Debit,Mobile,0
22,Male,Asia,15,10,4,5,80.71900489038956,Direct Debit,Tablet,0
32,Male,Asia,24,10,5,5,60.43867406092629,PayPal,Tablet,0
29,Male,Asia,18,9,2,0,75.00640716222037,Direct Debit,Desktop,0
40,Female,Asia,17,10,3,1,46.944775032216945,Credit Card,Desktop,1
31,Male,South America,10,10,1,5,89.9093218205251,Direct Debit,Tablet,1
18,Female,Europe,8,10,3,1,33.52191923043168,PayPal,Desktop,0
71,Female,South America,8,6,1,4,10.0,Credit Card,Desktop,0
36,Female,Europe,14,8,4,3,66.8867829799138,Credit Card,Mobile,1
35,Female,South America,1,10,5,1,63.818781754688835,Direct Debit,Tablet,1
19,Male,North America,18,10,0,3,81.54271282349691,PayPal,Desktop,0
20,Male,Asia,16,10,0,2,66.6280821767148,Credit Card,Desktop,0
34,Female,Asia,24,10,3,1,40.61939850118333,Direct Debit,Tablet,0
38,Female,Europe,24,10,0,4,40.40533226415198,PayPal,Mobile,0
42,Male,South America,7,9,2,5,36.56114470431762,Credit Card,Tablet,0
37,Female,North America,1,7,2,2,73.86205526330785,PayPal,Mobile,1
23,Male,Europe,21,10,0,2,39.151885075519374,Credit Card,Tablet,0
18,Male,Europe,6,6,1,5,66.38239384502205,Direct Debit,Desktop,1
33,Female,Europe,8,9,1,4,94.04761253820837,PayPal,Mobile,0
29,Male,North America,16,9,5,2,90.75134705311342,Direct Debit,Mobile,1
22,Female,South America,7,6,1,4,57.764500798687386,PayPal,Desktop,0
43,Female,Asia,24,10,3,1,77.928926531483,PayPal,Mobile,0
19,Female,Asia,6,6,1,5,35.98979468637976,Direct Debit,Mobile,1
41,Male,South America,11,8,1,2,68.26982690811144,Direct Debit,Tablet,0
20,Female,Europe,24,9,1,2,57.86961222352829,PayPal,Tablet,0
36,Male,North America,9,6,2,4,44.15955107505786,Credit Card,Desktop,0
44,Female,South America,1,6,2,0,68.43418201280016,PayPal,Desktop,1
31,Female,South America,18,10,2,4,55.47685457917571,PayPal,Mobile,0
51,Male,Asia,24,10,2,0,59.97777387373533,Credit Card,Tablet,0
54,Female,Europe,24,10,1,2,40.94580894273705,PayPal,Tablet,0
37,Male,South America,19,7,3,2,59.710926843223056,PayPal,Tablet,0
40,Female,South America,2,6,0,3,97.98608869771975,Direct Debit,Tablet,1
45,Female,Asia,24,10,1,1,96.99371351369497,PayPal,Desktop,0
40,Male,Europe,10,8,1,2,80.91192022931538,Credit Card,Tablet,1
39,Female,North America,14,10,3,1,28.54524191079259,PayPal,Desktop,0
29,Male,Asia,12,10,2,0,76.41243968118292,Credit Card,Mobile,0
18,Male,North America,9,10,0,2,79.37943822366512,Direct Debit,Desktop,0
21,Male,North America,15,9,3,5,60.7062881527552,Direct Debit,Tablet,0
58,Male,Europe,6,3,3,2,30.1709285555367,Direct Debit,Desktop,1
38,Female,North America,24,10,2,0,68.20723359216694,Direct Debit,Mobile,0
32,Male,Asia,7,10,2,0,68.35530847816753,Direct Debit,Desktop,1
47,Male,Europe,24,10,2,0,59.638747132539805,Credit Card,Tablet,0
27,Female,North America,13,10,1,4,46.350356627594266,PayPal,Mobile,0
40,Female,South America,1,8,2,1,61.51983395773907,Direct Debit,Mobile,1
35,Female,North America,13,10,2,2,43.533792708052104,Direct Debit,Tablet,0
39,Male,Asia,1,6,5,1,58.05117800720515,Direct Debit,Tablet,1
31,Male,Europe,24,10,1,3,88.94815407919256,PayPal,Desktop,0
25,Female,Europe,10,10,2,0,55.11930858895395,Credit Card,Mobile,0
26,Female,North America,18,10,1,5,48.60742315212477,PayPal,Tablet,0
27,Female,South America,15,10,4,1,80.82572886663327,Credit Card,Tablet,1
34,Male,North America,9,8,3,1,14.443225532561016,Direct Debit,Desktop,1
19,Male,Asia,9,9,2,3,46.8273068062965,Credit Card,Desktop,0
22,Male,Europe,24,10,4,2,42.47071612647801,Credit Card,Desktop,1
36,Male,Europe,10,8,1,2,58.65347438390186,Direct Debit,Tablet,1
33,Female,North America,24,10,0,4,52.2003128299896,Direct Debit,Desktop,0
36,Female,South America,3,7,2,5,47.268893937367295,Direct Debit,Tablet,1
34,Female,Asia,20,10,0,3,46.789750050233515,PayPal,Tablet,0
60,Female,South America,4,7,2,5,28.220809164371275,Credit Card,Desktop,0
36,Female,South America,1,7,0,3,44.079885782647814,Direct Debit,Tablet,0
31,Male,Europe,16,7,1,2,26.15818538438344,Direct Debit,Tablet,0
36,Female,North America,5,9,1,2,61.141643310274475,Credit Card,Desktop,0
45,Male,South America,1,9,4,4,47.72739595930178,Credit Card,Tablet,1
34,Male,North America,13,9,6,0,39.972683496171896,Direct Debit,Desktop,1
41,Female,Europe,6,8,2,3,29.713372169585874,PayPal,Desktop,0
38,Male,South America,3,4,5,3,10.0,Direct Debit,Desktop,1
32,Male,Asia,6,6,5,3,26.102049590700858,PayPal,Desktop,1
36,Male,South America,11,7,1,0,73.13287223183006,Direct Debit,Mobile,0
50,Male,Asia,1,6,1,5,58.8747896640872,Credit Card,Tablet,0
37,Male,North America,19,10,4,5,64.98929250342404,PayPal,Tablet,1
25,Female,Europe,5,8,1,4,53.85725442295083,PayPal,Tablet,0
31,Female,Europe,24,10,1,5,74.72193186429399,Credit Card,Tablet,0
18,Female,Europe,8,7,0,1,80.06562948887229,Credit Card,Tablet,0
36,Female,Europe,11,7,2,4,20.15867965256018,Direct Debit,Desktop,1
48,Female,Europe,11,8,2,5,88.6221381714143,Credit Card,Tablet,0
21,Male,South America,9,9,2,0,36.19861653812785,Credit Card,Desktop,0
36,Female,Europe,11,9,4,5,62.157177822078424,Credit Card,Tablet,0
44,Male,Europe,7,10,2,5,57.95956731847868,Direct Debit,Desktop,0
45,Male,North America,13,9,3,3,66.10880927622662,Credit Card,Mobile,1
47,Female,Asia,4,7,3,5,64.70129607357292,Direct Debit,Mobile,1
18,Female,South America,11,10,0,1,70.87869367743598,PayPal,Desktop,0
40,Male,South America,16,9,4,1,74.45939814491777,PayPal,Desktop,0
19,Male,Europe,5,10,4,4,75.42596988580932,Direct Debit,Tablet,1
25,Female,North America,24,10,3,0,24.172545003895284,Credit Card,Tablet,0
43,Female,Asia,5,10,2,5,52.276373448272935,Credit Card,Mobile,0
36,Female,Europe,24,10,5,2,34.56591848370172,Direct Debit,Tablet,0
42,Male,Asia,4,10,4,4,54.91389885172826,Credit Card,Desktop,0
25,Female,South America,24,9,3,2,71.44460880059604,Direct Debit,Tablet,0
49,Male,Europe,1,6,3,0,83.51351547920859,Credit Card,Mobile,1
41,Female,North America,16,9,1,4,84.09377651229025,PayPal,Mobile,0
43,Male,Asia,9,10,2,0,59.399522751668954,Direct Debit,Desktop,0
24,Female,South America,16,10,2,0,37.89262517756677,Direct Debit,Mobile,0
46,Female,Europe,21,9,2,2,38.83995060858778,Direct Debit,Desktop,0
31,Male,North America,12,10,1,3,57.97867536584428,PayPal,Desktop,0
28,Male,South America,19,10,1,2,67.24205286456966,Direct Debit,Mobile,0
41,Female,North America,1,5,2,2,67.07308347428402,PayPal,Desktop,0
40,Male,Asia,24,10,0,0,58.597688939679,Direct Debit,Tablet,0
26,Male,Asia,13,10,0,4,14.876158890939173,PayPal,Tablet,0
55,Female,South America,21,9,1,3,17.13529207970828,Direct Debit,Mobile,0
53,Male,Asia,1,6,3,0,49.37218654642476,PayPal,Mobile,1
41,Male,North America,1,8,1,5,21.565750575654356,PayPal,Tablet,0
39,Female,North America,12,10,4,4,25.165970518248812,Credit Card,Desktop,0
38,Female,Asia,4,6,1,0,43.08386009344012,Credit Card,Mobile,1
19,Male,Asia,22,10,0,1,42.552697969373284,Direct Debit,Tablet,0
36,Female,North America,18,10,2,0,59.03182308929625,PayPal,Mobile,0
35,Male,Asia,13,8,3,2,57.49481988901797,Direct Debit,Mobile,0
29,Female,Europe,16,10,1,0,50.14839180994436,Direct Debit,Mobile,0
31,Female,North America,16,10,1,3,61.446951898521014,Direct Debit,Tablet,0
18,Male,Asia,24,10,1,1,45.62371477545449,PayPal,Tablet,0
24,Male,South America,24,10,1,5,36.91446108773091,Direct Debit,Mobile,0
44,Male,Asia,12,8,2,1,43.33868060199577,Direct Debit,Tablet,0
52,Female,North America,5,8,0,5,59.20344867587276,Direct Debit,Mobile,0
25,Male,North America,7,7,0,4,64.73890175684072,Credit Card,Desktop,0
36,Male,Europe,12,10,2,0,43.714887625562284,PayPal,Tablet,0
45,Male,North America,6,5,3,5,33.188116514741495,PayPal,Mobile,1
29,Female,South America,11,9,6,5,61.65549014981213,Direct Debit,Mobile,0
41,Female,Europe,7,10,3,4,26.00782637697143,Credit Card,Mobile,1
34,Male,South America,11,10,3,5,32.829149678791474,Credit Card,Mobile,1
46,Female,Asia,21,10,3,1,55.380754748068334,Direct Debit,Desktop,0
22,Female,Asia,6,10,2,4,25.119184846665974,Credit Card,Mobile,0
23,Female,North America,13,10,3,1,65.39676192571724,Credit Card,Tablet,1
37,Male,Asia,4,6,2,0,42.7269330067064,PayPal,Desktop,1
35,Male,Asia,17,10,0,5,81.93090532922415,Direct Debit,Desktop,0
34,Male,North America,8,9,3,4,25.815440233833996,Credit Card,Desktop,1
40,Male,South America,7,10,3,2,21.81454827806077,PayPal,Tablet,1
25,Male,South America,23,10,1,0,43.327186051745,Credit Card,Mobile,0
21,Male,Europe,11,10,2,2,62.03191069226679,PayPal,Mobile,0
29,Male,North America,9,10,1,3,50.135108628803366,Credit Card,Tablet,0
31,Female,Europe,19,10,4,3,51.5942729129759,PayPal,Desktop,1
32,Male,South America,12,10,3,2,54.8894971186569,Credit Card,Tablet,1
47,Female,North America,10,8,3,1,60.09211151851184,Direct Debit,Tablet,0
42,Male,North America,5,7,1,2,69.93018574724162,Direct Debit,Tablet,1
40,Male,North America,12,10,2,3,30.73128593113386,Credit Card,Tablet,0
37,Male,South America,13,10,1,2,77.79247237702592,Direct Debit,Desktop,0
30,Female,Asia,11,8,6,3,55.865304920249436,Credit Card,Tablet,1
26,Male,Asia,7,10,1,1,40.127926259279896,PayPal,Mobile,0
23,Female,Asia,8,7,4,0,35.94551550856955,Direct Debit,Tablet,0
28,Male,Asia,9,9,1,2,96.70329594601992,Credit Card,Mobile,0
34,Female,Asia,12,9,2,5,45.623322309135375,PayPal,Mobile,0
23,Male,North America,24,10,1,0,73.89180210167513,PayPal,Mobile,0
36,Male,North America,1,6,2,3,16.546284082842796,Credit Card,Mobile,0
33,Female,Europe,7,6,1,3,47.36597793832405,PayPal,Desktop,0
31,Female,Europe,5,10,1,5,47.441973185551156,Direct Debit,Mobile,0
46,Male,Asia,11,10,1,0,62.12000422307267,Credit Card,Mobile,0
18,Male,Asia,8,9,0,1,76.4636743893299,PayPal,Tablet,0
31,Female,North America,24,9,2,0,18.305641391098497,PayPal,Desktop,0
18,Female,Europe,7,8,1,0,84.94940409827846,PayPal,Desktop,0
37,Female,South America,7,9,1,2,26.754804323389845,PayPal,Mobile,0
42,Female,Europe,4,10,1,4,32.46238650917816,Credit Card,Mobile,1
21,Female,Asia,8,7,3,4,71.78585277626375,Credit Card,Desktop,1
22,Male,South America,24,10,2,5,39.95092937860609,Direct Debit,Desktop,0
18,Female,Europe,24,10,2,0,10.0,PayPal,Mobile,0
35,Male,Europe,1,8,2,2,107.12106974436266,Credit Card,Desktop,1
31,Female,Europe,10,9,1,5,45.69453655778744,Credit Card,Desktop,1
32,Male,South America,17,8,3,0,44.10788660819754,Credit Card,Tablet,0
31,Male,North America,12,9,1,3,79.25346715364921,Credit Card,Tablet,0
25,Female,Europe,24,10,1,0,79.38540539067112,Credit Card,Mobile,0
46,Female,Asia,15,10,0,1,69.85853800788524,PayPal,Desktop,0
37,Female,North America,11,9,2,5,48.87090621065867,Credit Card,Tablet,0
23,Male,North America,11,8,5,0,30.20716703323126,Direct Debit,Mobile,0
27,Male,South America,7,8,6,2,55.060737863108194,Direct Debit,Desktop,1
26,Female,Asia,19,10,0,0,54.73943068580335,Credit Card,Desktop,0
49,Female,Europe,1,7,3,0,61.04070416887761,Direct Debit,Mobile,1
42,Male,Europe,24,9,2,3,72.54931694282007,PayPal,Desktop,0
33,Female,Europe,10,6,2,1,32.80483712707593,Credit Card,Mobile,0
52,Male,Asia,9,10,3,3,50.91504539897823,Direct Debit,Desktop,1
49,Female,Asia,6,8,0,0,45.53164295215846,PayPal,Tablet,0
32,Female,Europe,10,10,0,1,10.0,Direct Debit,Tablet,0
30,Male,Europe,24,8,5,3,44.10434545512882,PayPal,Tablet,0
31,Male,Asia,14,10,0,4,71.10534169922025,Direct Debit,Tablet,0
25,Male,North America,24,10,2,3,39.4500205179234,PayPal,Tablet,0
52,Male,North America,2,8,1,2,32.78977978203142,Direct Debit,Tablet,1
24,Female,North America,14,10,0,3,54.92952170973414,Direct Debit,Desktop,0
43,Male,Asia,7,10,4,3,74.78619370478089,Direct Debit,Tablet,1
41,Female,North America,5,9,2,4,32.63310552153136,Direct Debit,Mobile,1
31,Female,Asia,13,8,2,2,47.30490041021283,Credit Card,Desktop,0
53,Female,Asia,3,6,1,1,47.90429700218563,Direct Debit,Mobile,0
19,Male,South America,23,10,1,5,50.39416700213577,PayPal,Desktop,0
34,Female,North America,16,10,2,5,42.69880596549556,Credit Card,Tablet,0
30,Male,Asia,6,10,2,3,76.03067933280526,Direct Debit,Tablet,0
44,Female,South America,7,9,2,1,69.33733192857966,PayPal,Tablet,0
38,Female,Europe,24,10,2,5,63.97170136632997,Direct Debit,Desktop,0
18,Female,Europe,24,10,1,0,37.2476897455784,Credit Card,Mobile,0
47,Female,North America,24,10,2,2,68.39844765834694,Credit Card,Desktop,0
39,Male,South America,3,9,2,1,70.15578407233531,Direct Debit,Mobile,0
24,Female,North America,24,10,2,2,23.723560815769474,Direct Debit,Mobile,0
31,Male,North America,15,9,0,2,54.182758012238025,Credit Card,Tablet,0
22,Male,Europe,22,10,1,1,39.014012935601016,Direct Debit,Desktop,0
33,Male,Europe,17,10,1,5,94.79197229801956,Direct Debit,Mobile,0
36,Male,Europe,3,6,2,1,44.45678279478145,Direct Debit,Mobile,0
31,Female,South America,6,10,1,1,62.545075861847124,Credit Card,Mobile,1
30,Female,Asia,13,9,1,5,15.544085987452384,Credit Card,Desktop,0
18,Male,Europe,10,9,2,4,26.1025254194637,Credit Card,Tablet,0
38,Female,South America,6,8,1,2,53.81693381154348,Direct Debit,Desktop,0
18,Male,Europe,15,10,2,4,42.68308611220876,PayPal,Desktop,0
35,Male,Europe,17,8,2,5,35.78886586497417,Direct Debit,Tablet,0
18,Male,Europe,20,10,1,0,47.03158954593101,PayPal,Mobile,0
35,Female,South America,7,10,0,1,70.78558270294032,Direct Debit,Desktop,1
34,Male,South America,14,10,2,4,74.89365208434943,Credit Card,Desktop,0
39,Male,South America,10,10,4,2,47.291054285837745,Credit Card,Tablet,1
43,Male,South America,17,10,3,2,67.05332338162347,Credit Card,Tablet,0
45,Female,Europe,24,8,3,5,21.90177524639454,PayPal,Desktop,1
18,Male,Europe,13,10,3,0,90.06831386022915,PayPal,Mobile,0
34,Female,North America,24,9,2,3,61.897645026813954,Direct Debit,Tablet,0
55,Male,North America,24,10,0,0,50.61044845419335,Direct Debit,Tablet,0
36,Female,North America,2,7,0,5,34.33883598516066,Credit Card,Mobile,0
26,Male,North America,12,8,2,3,49.06870661390936,Credit Card,Tablet,0
34,Female,Asia,9,10,7,1,90.2940001619655,PayPal,Desktop,1
31,Female,North America,6,8,1,1,58.80655743031661,Direct Debit,Desktop,0
23,Female,South America,8,10,0,3,46.89408391674167,Credit Card,Mobile,0
43,Male,Asia,6,7,1,1,60.42530281265246,PayPal,Desktop,0
40,Female,Europe,8,5,0,4,72.41389237618203,Credit Card,Tablet,0
21,Female,Asia,13,10,2,3,71.09696280959975,Direct Debit,Tablet,0
34,Female,Europe,9,9,3,1,45.328724848047024,Credit Card,Mobile,1
29,Male,South America,24,10,1,3,55.740601305457105,Direct Debit,Desktop,0
18,Male,North America,5,10,3,1,49.4293664422274,PayPal,Desktop,1
20,Male,Europe,22,10,2,5,60.955347828228426,Direct Debit,Desktop,0
22,Male,South America,24,10,1,4,36.854995184788194,PayPal,Tablet,0
34,Male,Europe,22,10,1,4,48.80855372123589,PayPal,Mobile,0
30,Male,North America,6,10,2,3,40.58717563999062,PayPal,Tablet,0
25,Male,South America,24,10,3,2,68.2052061939046,Direct Debit,Desktop,0
31,Female,Asia,9,10,0,1,11.484917944588211,Credit Card,Mobile,0
42,Female,South America,3,7,2,4,48.63402172870171,Credit Card,Desktop,1
38,Male,Asia,24,10,1,3,65.46189772666953,Direct Debit,Mobile,0
45,Female,Asia,8,8,2,3,54.35195545525293,Credit Card,Tablet,0
32,Female,Asia,12,10,0,5,46.81939375191675,PayPal,Tablet,0
51,Male,South America,3,5,2,4,30.535133987233948,PayPal,Mobile,1
38,Female,North America,8,4,1,1,43.73485423173746,Direct Debit,Mobile,0
30,Male,Asia,13,8,3,0,40.76498776266408,Credit Card,Mobile,1
35,Male,Asia,5,8,2,0,70.32356002908436,Direct Debit,Desktop,0
22,Female,Europe,9,10,2,0,28.798102020561196,Credit Card,Desktop,0
31,Male,Asia,8,8,2,0,34.54844743051294,Credit Card,Tablet,0
39,Female,Europe,15,10,2,3,68.16757937570691,Direct Debit,Tablet,0
41,Female,Asia,24,10,3,1,65.98507062314958,PayPal,Desktop,1
30,Female,Europe,15,7,2,4,10.046491674184942,Direct Debit,Desktop,0
62,Female,Asia,9,6,1,3,40.24770170715191,Credit Card,Desktop,0
33,Female,South America,21,10,1,5,103.75180666251137,PayPal,Mobile,0
18,Female,Asia,15,10,1,4,48.995180588333156,PayPal,Mobile,0
47,Male,South America,4,6,2,4,24.591204832791536,Credit Card,Desktop,1
41,Female,Asia,6,10,3,4,39.07319396549032,Credit Card,Tablet,1
37,Male,Europe,6,8,3,2,37.522368539918276,Credit Card,Mobile,1
30,Female,Asia,11,10,2,3,12.803635287873064,Direct Debit,Mobile,0
38,Female,Asia,11,10,1,1,51.37180756724662,Credit Card,Tablet,0
51,Female,South America,9,8,3,3,36.51332179672477,PayPal,Desktop,1
37,Female,North America,1,7,4,1,53.87662618023621,Credit Card,Mobile,1
20,Female,North America,6,9,3,1,42.4249287359218,Direct Debit,Desktop,1
18,Female,North America,5,10,4,1,51.111565569812925,Direct Debit,Mobile,0
38,Male,Europe,24,10,5,0,28.33570654590344,Credit Card,Desktop,1
25,Female,South America,10,8,0,3,49.881159879898085,PayPal,Tablet,0
34,Male,Europe,12,10,3,1,25.87440234946034,Direct Debit,Desktop,0
26,Female,North America,5,8,1,5,34.1029328974699,Direct Debit,Desktop,1
26,Female,Asia,11,10,2,4,39.9318745640721,PayPal,Tablet,0
27,Female,North America,18,10,1,5,52.760467956648164,Direct Debit,Desktop,0
28,Female,Europe,8,9,1,2,105.87682949753297,Credit Card,Tablet,0
42,Male,North America,12,8,3,4,62.42703403937437,Credit Card,Desktop,1
40,Male,South America,1,10,1,5,49.46067022020799,PayPal,Tablet,0
22,Female,North America,14,9,4,3,62.31362040035353,Direct Debit,Desktop,1
24,Female,North America,24,10,1,4,53.944534992973445,Credit Card,Desktop,0
38,Male,North America,24,10,1,5,15.39429798273828,Credit Card,Tablet,0
45,Male,South America,20,10,0,3,14.432077683303575,Direct Debit,Tablet,0
45,Male,Asia,7,8,5,5,43.76191660852064,Direct Debit,Desktop,0
24,Female,Europe,5,9,2,4,10.0,Direct Debit,Desktop,0
44,Female,South America,10,10,2,3,55.235013895911536,Credit Card,Desktop,0
18,Female,Asia,6,10,3,3,85.09129977194397,Credit Card,Desktop,1
32,Male,Asia,7,10,1,4,33.808974471071735,PayPal,Mobile,0
39,Male,Europe,10,8,5,4,62.177392777234964,Direct Debit,Mobile,0
18,Female,South America,10,9,2,0,54.406838184551134,PayPal,Mobile,0
55,Female,North America,1,9,1,5,72.37055432107789,PayPal,Tablet,0
48,Male,South America,2,1,4,4,60.30420157773214,PayPal,Mobile,1
41,Female,Asia,4,8,3,3,28.10715042183177,PayPal,Desktop,0
25,Female,Asia,24,10,4,5,10.0,Direct Debit,Mobile,1
34,Male,North America,24,9,7,1,35.62641193827706,Credit Card,Desktop,0
42,Female,North America,24,10,4,1,25.264619430759822,Direct Debit,Mobile,0
23,Female,South America,24,10,1,4,48.69046205878859,Direct Debit,Mobile,0
