Age,Gender,Region,DeviceType,SubscriptionLength,UsageFrequency,Complaints,PromotionsUsed,PromotionsDriven,AverageSpending,PaymentMethod,DeviceType,CustomerChurned
42,Female,Asia,Desktop,24,10,2,4,0,45.35586507040518,PayPal,Desktop,0
47,Male,Asia,Desktop,11,10,3,1,0,54.15820867679774,PayPal,Mobile,0
34,Male,North America,Mobile,22,10,1,5,0,67.83732155460059,PayPal,Mobile,0
35,Female,South America,Mobile,8,6,4,0,0,48.75331899344147,PayPal,Tablet,0
44,Female,North America,Mobile,13,10,2,5,0,70.94771776225969,PayPal,Desktop,0
41,Male,South America,Mobile,24,10,0,5,0,81.22516554090507,Credit Card,Tablet,0
27,Female,Europe,Mobile,24,10,5,5,0,58.00133525330412,Credit Card,Tablet,1
18,Female,North America,Desktop,14,10,0,2,0,53.72231114919831,Credit Card,Mobile,0
33,Male,Asia,Desktop,24,10,4,3,0,49.08676138045396,PayPal,Tablet,0
18,Female,Asia,Desktop,5,10,3,1,0,66.34598420175644,Credit Card,Tablet,0
25,Male,South America,Desktop,6,8,0,5,0,30.088127680694992,PayPal,Tablet,0
26,Female,South America,Desktop,24,10,2,5,0,62.970492953379335,Credit Card,Tablet,0
29,Male,South America,Desktop,11,5,3,5,0,70.10847134902556,PayPal,Mobile,1
43,Male,Europe,Desktop,6,7,0,0,0,56.71610011893935,PayPal,Tablet,0
45,Female,North America,Mobile,1,6,1,5,1,19.238742974141687,Credit Card,Desktop,1
40,Male,Asia,Desktop,6,9,2,1,0,71.79793346323927,Credit Card,Mobile,0
41,Female,North America,Desktop,19,10,1,5,0,66.51065476832323,Credit Card,Mobile,0
41,Female,Europe,Mobile,7,8,3,1,0,63.12925302930492,Direct Debit,Mobile,1
18,Female,North America,Mobile,6,10,1,4,0,94.11155665061514,PayPal,Tablet,0
35,Female,Asia,Tablet,24,9,1,5,0,52.147862372529495,Direct Debit,Desktop,0
18,Female,South America,Desktop,24,10,4,2,0,64.32872354236491,Direct Debit,Tablet,1
40,Male,South America,Desktop,5,6,8,1,0,38.6022006540249,Direct Debit,Desktop,1
18,Female,Asia,Desktop,14,10,1,5,0,53.51574480601905,PayPal,Tablet,0
33,Female,South America,Desktop,20,10,3,3,0,23.68347580561025,Direct Debit,Desktop,0
40,Female,North America,Mobile,23,10,2,4,0,82.62217797690911,Direct Debit,Mobile,0
23,Male,North America,Mobile,24,10,2,1,0,78.50516931339442,PayPal,Desktop,0
44,Male,North America,Mobile,16,9,6,0,0,41.34970461785231,PayPal,Tablet,0
40,Female,Europe,Tablet,1,6,2,1,1,108.61037516361537,PayPal,Mobile,1
38,Male,Europe,Mobile,4,7,1,2,0,54.41942307743502,Direct Debit,Tablet,0
41,Female,South America,Mobile,8,10,3,1,0,73.38524949553809,Credit Card,Desktop,0
31,Male,Europe,Desktop,7,4,4,4,0,69.01546182239329,Direct Debit,Tablet,1
36,Female,South America,Tablet,8,6,1,2,0,60.64394244174196,PayPal,Desktop,0
35,Male,Asia,Desktop,18,10,2,5,0,39.87270091897949,PayPal,Mobile,0
34,Male,North America,Mobile,14,10,3,1,0,65.1050853584981,PayPal,Mobile,0
28,Female,Europe,Tablet,24,10,1,2,0,76.48824380864333,Direct Debit,Mobile,0
22,Female,North America,Desktop,24,10,3,3,0,57.724770692753445,Direct Debit,Tablet,1
31,Female,South America,Mobile,17,10,1,1,0,80.04907034934796,PayPal,Tablet,0
31,Female,South America,Desktop,21,10,1,5,0,67.56986386644053,Credit Card,Tablet,0
27,Male,South America,Mobile,9,10,1,3,0,75.87426599794455,PayPal,Tablet,0
43,Female,Europe,Desktop,6,9,1,0,0,79.3916763109417,Credit Card,Mobile,0
23,Female,South America,Mobile,5,7,0,2,0,71.72884952634908,PayPal,Mobile,0
33,Male,Europe,Mobile,24,10,5,1,0,38.71677619676632,Credit Card,Mobile,1
46,Female,Asia,Desktop,24,10,3,1,0,41.571181949214264,PayPal,Tablet,0
44,Female,Europe,Mobile,4,5,2,4,0,48.50550900511359,Credit Card,Desktop,1
47,Female,Europe,Tablet,1,7,2,1,1,73.7282025392167,Direct Debit,Tablet,0
29,Female,Asia,Desktop,14,10,3,4,0,49.482557560440725,PayPal,Tablet,0
42,Male,Asia,Mobile,6,9,2,0,0,63.133057766299316,Credit Card,Desktop,0
24,Female,North America,Mobile,6,8,2,1,0,77.58580149403096,PayPal,Mobile,0
32,Female,South America,Mobile,18,10,1,5,0,104.61399364376871,PayPal,Desktop,0
33,Female,Asia,Desktop,20,10,3,1,0,53.25945645065773,PayPal,Desktop,1
29,Female,South America,Desktop,8,9,0,4,0,71.49538263246325,Credit Card,Mobile,0
31,Male,South America,Mobile,23,10,1,4,0,30.474056346870604,PayPal,Mobile,0
30,Female,North America,Desktop,11,10,2,4,0,80.41712732366197,PayPal,Mobile,0
25,Female,South America,Desktop,9,9,4,1,0,39.675589505766325,PayPal,Tablet,1
43,Male,Asia,Mobile,1,4,1,3,0,53.10299444144582,Credit Card,Desktop,1
33,Male,South America,Mobile,7,10,2,4,0,31.064211951977825,PayPal,Mobile,1
37,Male,Asia,Mobile,24,10,6,2,0,44.891965903779166,Credit Card,Mobile,1
36,Male,South America,Desktop,7,10,2,4,0,71.02752605001919,Credit Card,Desktop,0
35,Male,North America,Mobile,24,10,2,5,0,86.86134528893703,PayPal,Desktop,0
35,Female,Asia,Desktop,11,9,2,4,0,63.906363354443215,Credit Card,Desktop,0
31,Female,Europe,Mobile,6,6,4,4,0,74.96918928019605,PayPal,Tablet,1
49,Male,Europe,Desktop,12,8,1,3,0,40.17888958447889,Direct Debit,Tablet,0
42,Female,Asia,Tablet,1,6,4,2,1,28.16141260110045,Direct Debit,Mobile,1
35,Male,Asia,Desktop,21,9,1,2,0,70.98790827133453,Direct Debit,Mobile,0
30,Female,Asia,Desktop,24,10,3,3,0,25.827205442440174,Direct Debit,Mobile,0
33,Male,South America,Mobile,8,9,1,3,0,83.4081928134987,Direct Debit,Mobile,0
39,Male,South America,Mobile,16,10,2,5,0,92.637960631763,PayPal,Desktop,0
49,Female,North America,Desktop,15,6,0,5,0,56.156534594446725,Direct Debit,Tablet,0
21,Male,South America,Mobile,9,10,1,2,0,44.37584615946729,PayPal,Desktop,0
41,Male,South America,Mobile,11,10,2,5,0,37.298298993540136,Direct Debit,Mobile,0
46,Male,North America,Mobile,1,7,3,0,1,49.99073425929693,PayPal,Tablet,1
20,Male,South America,Desktop,10,8,3,1,0,52.12062132913163,PayPal,Desktop,0
33,Male,South America,Mobile,7,10,2,4,0,56.39115002376408,Credit Card,Desktop,0
24,Male,Europe,Desktop,6,7,4,3,0,65.55339339541628,Credit Card,Desktop,1
39,Female,Asia,Mobile,13,10,1,5,0,52.97361331472605,Credit Card,Desktop,0
31,Male,South America,Desktop,5,10,2,1,0,78.89848593568266,PayPal,Tablet,0
33,Male,Asia,Desktop,6,10,1,1,0,37.412609059320516,PayPal,Desktop,0
30,Male,North America,Mobile,14,8,5,1,0,83.37022316462085,Credit Card,Desktop,0
42,Female,Europe,Tablet,24,9,3,0,0,65.20470855555351,PayPal,Desktop,0
37,Male,North America,Mobile,12,10,1,5,0,57.836021614305984,Credit Card,Tablet,0
37,Male,South America,Tablet,3,6,2,4,1,54.86441389589403,Credit Card,Tablet,1
36,Female,South America,Desktop,21,10,1,4,0,83.29288400367275,Credit Card,Mobile,0
40,Female,North America,Mobile,7,7,4,5,0,37.075643122247655,Credit Card,Mobile,1
32,Female,Europe,Desktop,6,10,3,3,0,70.99658741088103,PayPal,Mobile,1
52,Male,Asia,Desktop,24,7,4,3,0,56.270019855038996,PayPal,Tablet,1
22,Male,Europe,Desktop,10,9,2,5,0,83.22051035625138,Credit Card,Tablet,0
18,Male,North America,Desktop,23,10,3,2,0,71.18221832479054,PayPal,Desktop,1
18,Male,South America,Desktop,21,10,2,1,0,60.21690037843723,Credit Card,Desktop,0
18,Female,South America,Mobile,17,10,4,4,0,86.67613304878185,PayPal,Mobile,1
41,Female,Europe,Mobile,5,8,1,5,0,75.19019243489761,Credit Card,Mobile,0
40,Female,South America,Tablet,18,10,1,1,0,69.89388154675642,Direct Debit,Mobile,0
47,Female,South America,Mobile,24,10,6,5,0,62.32419767433282,PayPal,Tablet,0
24,Male,North America,Mobile,24,10,4,4,0,25.69995371864873,Direct Debit,Mobile,1
42,Female,South America,Desktop,4,9,4,2,0,89.51479122805719,Credit Card,Mobile,1
35,Male,North America,Tablet,9,7,3,5,0,35.895759350263276,PayPal,Tablet,1
36,Male,Asia,Desktop,18,10,0,5,0,47.22043638629886,PayPal,Tablet,0
41,Female,South America,Mobile,24,8,1,0,0,43.785351577828365,Credit Card,Tablet,0
27,Female,North America,Desktop,12,6,1,4,0,40.669983777859585,Credit Card,Desktop,0
60,Male,South America,Tablet,2,6,4,3,1,58.572665491586406,Direct Debit,Mobile,1
48,Female,Asia,Mobile,24,10,2,5,0,75.35187840007235,Credit Card,Tablet,0
29,Male,Europe,Mobile,24,10,2,2,0,74.41533051382805,Direct Debit,Mobile,0
24,Male,Europe,Desktop,24,10,2,3,0,62.158753533508786,Direct Debit,Tablet,0
34,Female,Asia,Mobile,5,7,3,4,0,66.54264885423723,Direct Debit,Mobile,1
36,Male,North America,Desktop,2,9,2,3,1,14.819070930095087,PayPal,Tablet,0
45,Male,Asia,Desktop,4,10,1,5,0,59.197196251987975,Direct Debit,Mobile,0
23,Male,North America,Desktop,16,7,3,4,0,71.13194111607524,PayPal,Desktop,1
37,Female,Asia,Desktop,23,10,1,4,0,102.45257212846103,PayPal,Mobile,0
19,Male,Asia,Desktop,24,10,2,4,0,81.30856435334857,PayPal,Tablet,0
39,Female,Europe,Desktop,4,9,1,5,0,69.81541166008365,Credit Card,Mobile,0
33,Male,South America,Tablet,22,10,2,3,0,49.63240982552789,Credit Card,Tablet,0
54,Female,South America,Mobile,11,7,3,3,0,49.32409316859817,Credit Card,Tablet,0
19,Male,South America,Mobile,9,10,2,5,0,50.07641278445777,Direct Debit,Tablet,0
48,Female,Europe,Tablet,1,7,2,4,1,52.78898921498223,Direct Debit,Tablet,1
18,Female,South America,Mobile,17,10,7,1,0,40.03422156138755,Direct Debit,Tablet,0
21,Male,South America,Desktop,17,10,2,2,0,51.238131865114475,Direct Debit,Tablet,0
18,Female,North America,Desktop,6,7,2,2,0,57.11718296517201,Credit Card,Tablet,0
37,Female,North America,Mobile,24,10,0,5,0,98.9284666897149,PayPal,Desktop,0
23,Male,Asia,Tablet,5,9,0,2,0,67.2455811089063,Credit Card,Desktop,0
21,Male,Europe,Desktop,19,10,3,4,0,56.16433589045103,PayPal,Mobile,0
37,Male,Asia,Desktop,24,10,2,5,0,48.37523814427823,PayPal,Tablet,0
39,Female,Europe,Tablet,14,9,3,4,0,64.53989578676436,Direct Debit,Tablet,0
35,Male,North America,Mobile,15,10,4,5,0,35.797432378938105,PayPal,Mobile,0
33,Female,North America,Desktop,5,8,4,2,0,78.80401332989375,Credit Card,Desktop,0
53,Male,North America,Mobile,18,10,1,2,0,95.25897607927823,Direct Debit,Tablet,0
36,Male,Asia,Desktop,1,8,2,0,1,74.64885262193079,PayPal,Desktop,0
43,Female,Europe,Mobile,1,7,3,5,0,23.844593307276075,Direct Debit,Mobile,1
36,Female,North America,Mobile,5,9,1,0,0,53.420569456465266,PayPal,Mobile,0
24,Female,Asia,Desktop,12,10,2,4,0,115.75043443539631,Direct Debit,Desktop,0
40,Male,North America,Mobile,5,10,0,4,0,34.79094270379376,Credit Card,Desktop,1
28,Male,Asia,Mobile,8,9,6,5,0,52.85093941967256,Credit Card,Desktop,1
34,Male,Asia,Desktop,8,10,2,4,0,55.592533415306285,Credit Card,Mobile,0
38,Male,Europe,Desktop,16,10,4,1,0,90.30307002466841,PayPal,Desktop,1
18,Female,Europe,Mobile,24,10,0,5,0,81.9064967491276,Direct Debit,Desktop,0
18,Male,North America,Mobile,16,8,3,3,0,33.36674970610142,Credit Card,Desktop,0
44,Female,South America,Desktop,24,10,1,2,0,94.38767363656808,Direct Debit,Mobile,0
28,Male,Europe,Mobile,5,8,1,5,0,75.8593539021492,Direct Debit,Mobile,0
28,Female,South America,Tablet,23,10,1,3,0,62.047135727603816,PayPal,Tablet,0
36,Male,South America,Desktop,7,9,1,2,0,86.47605940473403,PayPal,Tablet,0
31,Female,Asia,Tablet,6,9,4,5,0,47.09306117079811,PayPal,Desktop,0
39,Male,North America,Tablet,24,10,0,1,0,71.73670966248724,PayPal,Tablet,0
34,Male,South America,Tablet,10,10,0,5,0,69.03172015125045,PayPal,Desktop,0
36,Female,South America,Mobile,11,10,3,5,0,70.90030364802676,Credit Card,Mobile,0
27,Female,Europe,Mobile,11,10,0,1,0,64.68937565374935,Direct Debit,Desktop,0
36,Male,Europe,Mobile,1,9,2,1,1,44.81939331345035,Direct Debit,Desktop,0
46,Male,South America,Desktop,9,6,4,5,0,71.1185920878172,Direct Debit,Tablet,1
29,Female,Asia,Desktop,10,10,2,3,0,65.05049908356405,Credit Card,Desktop,1
44,Female,North America,Mobile,15,9,3,5,0,71.73749480985296,PayPal,Mobile,0
34,Female,North America,Desktop,24,8,2,4,0,44.67076771824436,PayPal,Mobile,0
42,Female,Asia,Tablet,2,7,2,1,1,77.34036645424115,Direct Debit,Tablet,0
36,Male,South America,Desktop,5,7,2,4,0,10.0,Direct Debit,Desktop,0
34,Female,Asia,Desktop,8,9,2,3,0,61.6832169111983,Credit Card,Desktop,0
38,Male,Asia,Desktop,12,8,2,2,0,80.16410313705595,Direct Debit,Tablet,0
47,Male,South America,Tablet,4,7,2,0,0,102.48023890151657,Credit Card,Mobile,0
37,Female,Europe,Desktop,6,9,1,3,0,83.26017586626386,Credit Card,Desktop,0
39,Male,Europe,Desktop,8,8,2,3,0,54.60766337375327,PayPal,Mobile,0
31,Male,Europe,Mobile,11,9,3,3,0,82.02594306562318,PayPal,Desktop,1
50,Female,North America,Desktop,6,9,0,5,0,77.6745896493854,Direct Debit,Tablet,1
41,Male,Asia,Desktop,1,8,2,3,1,52.742068999054524,Credit Card,Mobile,0
35,Male,Asia,Mobile,2,8,4,2,0,24.62296701896645,Credit Card,Desktop,1
33,Female,North America,Desktop,24,10,0,5,0,78.45045079276134,Direct Debit,Desktop,0
44,Male,Asia,Tablet,1,8,3,4,1,94.46153689297776,Credit Card,Tablet,1
28,Female,South America,Desktop,24,10,1,5,0,49.6275703311334,Credit Card,Mobile,0
18,Male,Asia,Desktop,18,10,0,1,0,88.46176296746943,Direct Debit,Tablet,0
35,Male,South America,Desktop,17,9,2,2,0,58.55143757113895,PayPal,Desktop,0
46,Male,Europe,Mobile,24,8,2,0,0,74.11801580187404,Credit Card,Desktop,0
50,Male,North America,Mobile,1,3,4,0,1,40.19997395273936,PayPal,Mobile,1
33,Male,Asia,Tablet,5,7,2,2,0,83.57004506896915,PayPal,Tablet,0
35,Male,North America,Desktop,15,10,0,5,0,51.65582088506115,PayPal,Desktop,0
40,Female,South America,Desktop,2,5,1,0,0,27.623344077429017,Credit Card,Desktop,0
32,Female,Europe,Desktop,15,10,4,3,0,44.241939852914676,Direct Debit,Desktop,1
40,Male,North America,Mobile,7,8,1,4,0,61.53878126463085,Credit Card,Tablet,0
34,Male,North America,Desktop,24,10,1,5,0,87.06087715492382,Credit Card,Mobile,0
45,Female,Asia,Desktop,20,10,5,5,0,52.91697629957673,Direct Debit,Desktop,1
42,Male,South America,Mobile,7,8,1,3,0,49.440127496099734,Credit Card,Mobile,0
43,Female,Asia,Tablet,6,10,4,3,0,96.03355115822549,Direct Debit,Tablet,0
32,Female,Asia,Desktop,11,7,2,1,0,44.84622003873598,Credit Card,Mobile,0
54,Female,Europe,Mobile,10,9,3,0,0,67.43263172378784,PayPal,Mobile,1
39,Female,South America,Desktop,8,10,3,5,0,73.59440952055422,Direct Debit,Desktop,0
37,Male,North America,Desktop,8,8,4,1,0,62.87606600621429,Direct Debit,Tablet,1
27,Male,South America,Tablet,23,10,1,5,0,44.50429896734771,Direct Debit,Mobile,0
34,Female,South America,Tablet,15,9,2,0,0,76.36747536521605,Direct Debit,Mobile,0
36,Female,Europe,Mobile,24,10,0,4,0,53.98719317199931,PayPal,Tablet,0
27,Female,North America,Desktop,14,7,2,0,0,83.8370680223463,Credit Card,Mobile,0
32,Female,North America,Tablet,24,9,1,0,0,71.37690901397755,PayPal,Tablet,0
33,Female,Europe,Desktop,24,10,0,5,0,45.279883873716294,Credit Card,Tablet,0
35,Male,South America,Mobile,5,5,2,3,0,57.698962468148366,PayPal,Desktop,0
18,Female,Asia,Desktop,24,10,1,1,0,68.15083187619692,Direct Debit,Mobile,0
33,Male,Europe,Tablet,11,9,1,3,0,59.90668298147777,PayPal,Mobile,1
31,Male,Asia,Desktop,6,9,4,2,0,83.61322009952262,Direct Debit,Mobile,1
34,Female,Asia,Desktop,8,10,4,2,0,70.78759017072186,PayPal,Desktop,1
45,Female,Europe,Mobile,3,8,1,5,0,42.77274897937701,Direct Debit,Desktop,0
55,Male,Asia,Desktop,5,7,1,4,0,71.8394802844494,PayPal,Desktop,0
41,Male,Europe,Mobile,16,9,2,3,0,101.51471937455798,Credit Card,Desktop,0
22,Male,North America,Desktop,24,10,2,1,0,57.06778488521964,Direct Debit,Mobile,0
31,Female,Asia,Tablet,11,6,0,3,0,10.0,Credit Card,Desktop,0
40,Male,North America,Tablet,6,6,1,0,0,59.731734826301675,Credit Card,Tablet,0
39,Male,Asia,Mobile,1,6,5,0,1,94.24732984466337,Direct Debit,Desktop,1
44,Male,Asia,Desktop,12,8,2,3,0,50.32136679745469,PayPal,Desktop,0
34,Male,Asia,Mobile,10,9,3,1,0,91.3263503686689,PayPal,Mobile,1
31,Female,South America,Desktop,5,10,0,3,0,73.2287717375663,PayPal,Mobile,0
52,Female,Asia,Mobile,24,9,1,2,0,49.9749251403762,Direct Debit,Mobile,0
35,Female,Asia,Desktop,2,10,1,2,1,55.9380149644097,PayPal,Mobile,1
24,Female,North America,Mobile,8,10,3,3,0,83.27354902590815,PayPal,Tablet,1
49,Female,Asia,Mobile,1,6,1,1,1,74.09191662538089,Direct Debit,Mobile,0
20,Male,Europe,Desktop,10,10,1,3,0,41.98531527570319,Direct Debit,Desktop,0
18,Female,Asia,Desktop,24,10,0,5,0,64.31794184164912,PayPal,Mobile,0
42,Female,North America,Tablet,7,6,2,5,0,62.4166092180884,PayPal,Tablet,0
44,Female,South America,Desktop,3,8,3,1,1,61.63603402705293,PayPal,Desktop,0
39,Female,North America,Desktop,20,8,4,0,0,43.81448773863839,Credit Card,Tablet,1
21,Female,Europe,Mobile,14,10,3,5,0,45.56427700512866,Direct Debit,Mobile,1
34,Male,Europe,Desktop,8,9,0,2,0,77.89266572606053,PayPal,Mobile,1
32,Female,Asia,Desktop,15,8,2,3,0,48.116099594953525,Direct Debit,Tablet,0
29,Female,Europe,Tablet,12,9,3,3,0,33.312293466895795,PayPal,Tablet,1
49,Female,North America,Mobile,16,10,0,5,0,63.240176832518785,Direct Debit,Tablet,0
24,Male,North America,Desktop,12,10,1,2,0,75.94960513446586,Credit Card,Desktop,0
38,Male,South America,Mobile,24,10,5,4,0,72.72776237040475,Credit Card,Desktop,0
46,Female,North America,Mobile,3,5,3,0,1,60.68987008457182,Credit Card,Desktop,1
38,Male,North America,Mobile,9,9,0,1,0,77.56670390250419,PayPal,Tablet,1
47,Male,Asia,Desktop,4,6,1,5,0,69.33290569574226,Credit Card,Desktop,0
40,Male,Europe,Tablet,15,10,3,5,0,57.906758211746244,PayPal,Tablet,0
39,Male,North America,Mobile,24,10,2,5,0,70.51266763231784,Credit Card,Desktop,0
38,Male,Asia,Desktop,8,10,4,1,0,44.33633865445613,Credit Card,Mobile,1
41,Female,Asia,Desktop,1,6,2,0,1,52.12289252436778,PayPal,Desktop,0
31,Female,Europe,Mobile,8,10,1,2,0,78.51668940224076,Direct Debit,Desktop,0
21,Male,Asia,Desktop,7,10,1,1,0,47.26798622237367,Credit Card,Mobile,0
44,Female,South America,Desktop,5,8,3,3,0,27.82614393467948,PayPal,Mobile,1
46,Female,North America,Mobile,24,10,4,5,0,22.95694750962599,PayPal,Mobile,1
37,Male,South America,Mobile,24,10,3,5,0,67.7387839898935,Credit Card,Desktop,1
29,Female,Europe,Desktop,24,9,2,5,0,54.80581584875022,Credit Card,Tablet,0
19,Male,South America,Mobile,24,10,1,5,0,31.593488093551734,PayPal,Desktop,0
35,Female,South America,Mobile,4,9,5,3,0,66.87595984254406,Direct Debit,Desktop,0
21,Female,Europe,Mobile,21,9,3,5,0,37.78158887955129,Direct Debit,Tablet,1
20,Female,Asia,Mobile,5,8,3,0,0,40.90354852496935,Direct Debit,Desktop,1
34,Female,South America,Mobile,10,10,1,4,0,72.15490523010595,Direct Debit,Mobile,0
27,Female,Europe,Tablet,18,9,1,4,0,58.27710886778234,PayPal,Desktop,0
38,Female,South America,Tablet,2,9,2,2,1,71.78523979346693,Direct Debit,Tablet,0
33,Female,Asia,Desktop,8,7,0,0,0,52.24194800931561,Credit Card,Desktop,1
28,Male,South America,Desktop,18,10,4,5,0,60.411346286432945,Direct Debit,Desktop,0
18,Male,North America,Tablet,14,8,3,0,0,33.78436585192541,Direct Debit,Desktop,0
26,Female,North America,Desktop,17,8,2,1,0,34.8556783106215,Credit Card,Mobile,0
26,Female,South America,Desktop,15,10,3,2,0,58.73853267758179,PayPal,Tablet,0
22,Female,North America,Mobile,24,10,2,5,0,71.89495233688136,Credit Card,Desktop,0
31,Female,North America,Desktop,24,10,1,2,0,59.87405582436379,Credit Card,Mobile,0
23,Male,Asia,Mobile,8,8,2,0,0,74.80299205356872,Direct Debit,Mobile,0
33,Female,Asia,Mobile,17,8,1,5,0,26.3617585089832,Direct Debit,Tablet,0
37,Female,South America,Mobile,9,7,4,5,0,33.888555842449726,Credit Card,Desktop,0
26,Male,Europe,Mobile,5,10,4,4,0,67.5825646015386,Credit Card,Desktop,0
39,Female,North America,Mobile,1,8,6,3,1,65.32714102379897,Direct Debit,Desktop,0
21,Female,Europe,Mobile,10,8,3,5,0,35.19800048603382,Credit Card,Tablet,0
23,Male,South America,Mobile,9,10,0,2,0,84.10659667139558,Direct Debit,Tablet,0
33,Female,South America,Mobile,9,10,2,1,0,48.39407331573443,PayPal,Mobile,0
41,Male,South America,Mobile,2,9,2,0,1,56.0459576478029,Credit Card,Tablet,0
43,Female,South America,Mobile,24,6,2,2,0,29.687823901651633,Credit Card,Mobile,0
51,Male,Europe,Desktop,24,8,6,5,0,21.230959892368674,Credit Card,Desktop,1
31,Female,North America,Mobile,5,6,3,4,0,68.4543431011052,Direct Debit,Tablet,1
33,Male,Asia,Mobile,24,10,1,5,0,56.81376142557338,Credit Card,Mobile,0
24,Female,Europe,Tablet,5,8,2,4,0,54.8613242956403,Credit Card,Mobile,0
22,Male,Asia,Tablet,6,10,0,5,0,92.77103966816063,Direct Debit,Mobile,0
37,Female,South America,Mobile,12,7,1,4,0,45.153622683284965,PayPal,Mobile,1
27,Male,North America,Mobile,7,8,4,5,0,10.0,PayPal,Tablet,0
47,Male,Asia,Tablet,2,6,3,0,1,79.76712485364345,Direct Debit,Desktop,1
20,Male,Europe,Desktop,7,10,1,4,0,63.60400949707102,PayPal,Mobile,0
39,Male,Asia,Desktop,24,10,3,3,0,35.3524205275808,PayPal,Mobile,1
24,Female,Europe,Mobile,12,8,3,2,0,41.9174540492652,Direct Debit,Desktop,1
26,Female,North America,Mobile,14,9,3,0,0,61.03936208377249,Credit Card,Mobile,1
40,Male,North America,Desktop,12,10,2,5,0,80.9212746552509,PayPal,Tablet,0
28,Male,North America,Desktop,24,10,3,5,0,32.1326773623216,PayPal,Tablet,0
29,Male,Europe,Desktop,12,10,0,5,0,83.10308948840263,Direct Debit,Mobile,0
26,Female,Europe,Desktop,9,9,2,5,0,40.875954364196076,Direct Debit,Mobile,1
52,Male,North America,Desktop,1,9,1,2,1,39.3627567400853,PayPal,Mobile,0
28,Male,North America,Desktop,6,8,1,3,0,66.5188133812205,PayPal,Desktop,0
35,Female,South America,Mobile,9,10,2,2,0,65.61061944078469,PayPal,Mobile,0
32,Male,North America,Mobile,24,10,4,3,0,31.54009138611155,PayPal,Mobile,0
37,Male,South America,Tablet,9,10,5,5,0,70.82700715387082,PayPal,Mobile,1
28,Female,North America,Desktop,24,10,1,5,0,102.23096067942056,Direct Debit,Desktop,0
32,Female,North America,Mobile,24,9,3,3,0,94.18675056565726,PayPal,Desktop,1
38,Female,North America,Tablet,1,5,2,3,1,65.0744872736076,Credit Card,Tablet,1
26,Male,North America,Tablet,23,10,2,5,0,77.91859489281364,Direct Debit,Desktop,0
45,Male,Europe,Desktop,5,9,4,1,0,41.96882704197377,Credit Card,Mobile,1
46,Female,Europe,Tablet,24,9,4,2,0,52.86552755225925,Credit Card,Desktop,1
41,Female,Asia,Desktop,24,10,2,4,0,73.09147072595441,Direct Debit,Tablet,0
35,Male,North America,Mobile,1,4,6,0,1,49.44170290578809,Credit Card,Mobile,1
18,Female,Asia,Tablet,5,8,4,4,0,42.64616704778901,Direct Debit,Desktop,1
39,Male,Europe,Desktop,1,5,4,2,1,84.77550074318923,Direct Debit,Tablet,1
31,Male,North America,Mobile,13,10,4,4,0,45.48344324965596,Credit Card,Tablet,0
32,Male,North America,Mobile,7,10,1,3,0,63.50005154747842,Direct Debit,Mobile,0
18,Female,North America,Mobile,5,8,4,4,0,43.317474693006716,Credit Card,Tablet,1
39,Female,Europe,Tablet,24,10,1,3,0,57.4875154865567,PayPal,Tablet,0
20,Female,South America,Mobile,21,8,4,4,0,29.48062811585237,Direct Debit,Desktop,0
36,Male,South America,Mobile,5,7,2,0,0,31.62415961420176,Credit Card,Mobile,0
44,Male,Asia,Desktop,24,7,2,0,0,46.29762554357765,Credit Card,Desktop,0
30,Male,South America,Desktop,8,9,1,1,0,60.24605726879163,Credit Card,Desktop,0
47,Female,North America,Desktop,1,4,6,2,1,60.02677248394947,Credit Card,Tablet,1
27,Male,Asia,Mobile,5,8,3,1,0,64.56407375334501,PayPal,Mobile,1
41,Female,Asia,Mobile,4,7,1,2,0,40.6759929473307,PayPal,Mobile,0
21,Male,North America,Mobile,24,10,1,1,0,68.84878660517906,PayPal,Mobile,0
45,Male,Asia,Desktop,6,10,3,1,0,43.349441062474895,Direct Debit,Mobile,1
43,Male,Asia,Mobile,5,10,4,5,0,72.26409474654422,Credit Card,Desktop,1
39,Female,South America,Desktop,3,10,2,5,1,58.377132895633025,Credit Card,Desktop,0
31,Male,Europe,Desktop,15,10,2,2,0,103.54297637018915,Direct Debit,Desktop,0
20,Male,Europe,Mobile,21,10,1,3,0,74.49099416015153,Credit Card,Tablet,0
31,Male,South America,Mobile,10,9,2,2,0,67.55025145746805,PayPal,Mobile,0
46,Male,Asia,Desktop,24,10,5,1,0,38.32647668871205,Direct Debit,Tablet,1
36,Female,South America,Mobile,1,5,1,4,0,45.68903344063385,Direct Debit,Desktop,1
19,Male,Europe,Desktop,8,8,1,1,0,64.35656034143014,PayPal,Mobile,0
23,Female,Asia,Desktop,19,10,1,4,0,65.21567714136503,PayPal,Mobile,0
47,Female,Europe,Desktop,10,9,2,2,0,49.275047433921,Credit Card,Tablet,0
39,Female,Europe,Mobile,24,10,2,5,0,40.28579697462074,Credit Card,Tablet,0
22,Male,Europe,Mobile,7,9,0,1,0,72.06804638524292,Credit Card,Tablet,0
18,Male,Europe,Tablet,5,8,2,0,0,47.60513897548108,Direct Debit,Desktop,0
28,Male,Europe,Mobile,10,9,3,0,0,49.0512610682373,Direct Debit,Tablet,0
18,Male,Asia,Desktop,11,10,1,4,0,68.32145911879462,PayPal,Mobile,0
33,Male,North America,Tablet,24,10,2,3,0,94.61367024678196,Credit Card,Tablet,0
